Temperature,x1,x2,y1,y2
°C,mol fract.,mol fract.,mol fract.,mol fract.
82.8848,0.805022,0.194978,0.460477,0.539523
83.8241,0.847448,0.152552,0.487204,0.512796
85.2009,0.889875,0.110125,0.525069,0.474931
87.4357,0.932301,0.0676987,0.586258,0.413742
91.5905,0.974728,0.0252723,0.705625,0.294375
100.348,1,0,1,0
79.6217,0.535614,0.477114,0.353192,0.646808
80.0171,0.550464,0.449536,0.357018,0.642982
67.4755,0.522886,0.464386,0.214522,0.374075
80.0171,0.550464,0.449536,0.357018,0.642982
56.8784,0.121877,0.243059,0.121877,0.243059
56.897,0.145335,0.254157,0.12579,0.23844
56.9016,0.18863,0.290787,0.127507,0.236188
